Date,Category,Description,Amount
29/11/2015 09:27:52,Transportation,,40.0
27/11/2015 16:25:01,Food,egg roll,25.0
26/11/2015 06:51:26,Other,audible subscription,199.0
21/11/2015 21:40:52,Other,Mobile Service Provider recharge wfh,251.0
21/11/2015 21:39:44,Food,1 dozen,84.0
15/11/2015 19:52:41,Bonus,Diwali gift,1500.0
14/11/2015 21:38:16,Other,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0
12/11/2015,Food,egg roll,25.0
10/11/2015,Recurring Deposit,,1000.0
10/11/2015,Investment, mutual fund,1000.0
7/11/2015,Investment,reliance mutual fund,1000.0
7/11/2015,Other,Mobile Service Provider recharge wfh,251.0
5/11/2015,Investment,ICICI prudential,1000.0
5/11/2015,Recurring Deposit,,1000.0
5/11/2015,Food,12 eggs,84.0
4/11/2015,Public Provident Fund,,10000.0
3/11/2015,Transportation,Permanent Residence to nearby  hospital,40.0
1/11/2015,Money transfer,,10000.0
1/11/2015,Transportation,Locality V to Permanent Residence,70.0
31/10/2015 19:29:41,Food,water bottle + khari sing,70.0
31/10/2015 19:06:06,Transportation,b45 to Pandya bridge,71.0
31/10/2015 19:05:50,Food,,10.0
31/10/2015 12:09:14,Salary,From workplace ,49806.0
31/10/2015 12:08:54,Food,sweats,250.0
31/10/2015 09:27:05,Health,face mask,150.0
31/10/2015 09:26:37,Transportation,golden circle to b45,180.0
30/10/2015 14:13:06,Beauty,hair cut,50.0
30/10/2015 06:35:12,Transportation,Permanent Residence to kacheri,30.0
29/10/2015 10:17:09,Transportation,redbus - brc to Place 2,665.0
28/10/2015 21:38:44,Gift,to Family,1000.0
28/10/2015 21:28:33,Transportation,Place 2 to brc travels,660.0
27/10/2015 07:48:06,Other,audible subscription,199.0
25/10/2015 17:55:32,Household,Sapat Parivar Tea half kg,240.0
24/10/2015 18:57:36,Household,plumber,100.0
23/10/2015 14:30:42,Transportation,mandir to hospital,20.0
23/10/2015 08:23:53,Other,hanger clips,40.0
22/10/2015 13:10:06,Other,Mobile Service Provider recharge wfh,251.0
21/10/2015 18:16:08,Other,toll+petrol,500.0
18/10/2015 21:35:17,Apparel,belt + socs,1479.0
18/10/2015 21:35:17,Transportation,Ola - Place 1 to Place 5 to and fro,803.0
18/10/2015 21:35:17,Money transfer,,2000.0
10/10/2015,Recurring Deposit,,1000.0
10/10/2015,Investment, mutual fund,1000.0
7/10/2015,Investment,reliance mutual fund,1000.0
7/10/2015,Gift,kindle + gift wrap,8029.0
5/10/2015,Investment,ICICI prudential,1000.0
5/10/2015,Recurring Deposit,,1000.0
2/10/2015,Food,cold coffee,420.0
1/10/2015,Public Provident Fund,,10000.0
30/09/2015 14:25:08,Salary,From workplace ,49806.0
30/09/2015 14:24:23,Other,phone cover,100.0
28/09/2015 10:54:06,Other,Mobile Service Provider sim card,350.0
28/09/2015 10:53:25,Health,6 pairs of use and throw gloves,120.0
28/09/2015 10:52:49,Health,2 n95 masks,300.0
27/09/2015 10:54:06,Other,audible subscription,199.0
26/09/2015 08:24:14,Other,shoe polish,30.0
21/09/2015 08:10:16,Other,Mobile Service Provider fi router,2099.0
11/9/2015,Food,chicken lollypop + biryani,379.0
10/9/2015,Investment, mutual fund,1000.0
10/9/2015,Recurring Deposit,,1000.0
7/9/2015,Investment,reliance mutual fund,1000.0
5/9/2015,Recurring Deposit,,1000.0
5/9/2015,Investment,ICICI prudential,1000.0
4/9/2015,Other,return deposit,4800.0
1/9/2015,Public Provident Fund,,10000.0
31/08/2015 13:33:18,Salary,From workplace ,49806.0
31/08/2015 11:48:23,Money transfer,,10000.0
31/08/2015 07:47:33,Other,Screw driver kit,287.0
30/08/2015 13:18:42,Other,all out refill,72.0
28/08/2015 09:38:54,Other,audible subscription,199.0
14/08/2015 09:22:01,Household,mixer Philips 7756,3499.0
13/08/2015 09:41:07,Other,internet renewal (3 months pack),1450.0
10/8/2015,Recurring Deposit,,1000.0
10/8/2015,Investment, mutual fund,1000.0
7/8/2015,Investment,reliance mutual fund,1000.0
5/8/2015,Recurring Deposit,,1000.0
5/8/2015,Investment,ICICI prudential,1000.0
3/8/2015,maid,,333.0
2/8/2015,Money transfer,,10000.0
2/8/2015,Public Provident Fund,,10000.0
2/8/2015,Rent,,2500.0
31/07/2015 14:38:08,Salary,From workplace ,47859.0
29/07/2015 14:36:01,Other,audible subscription,199.0
19/07/2015 22:24:35,Other,Mobile Service Provider recharge 365 days,2599.0
10/7/2015,Investment, mutual fund,1000.0
10/7/2015,Recurring Deposit,,1000.0
9/7/2015,Other,earphones,459.0
7/7/2015,Investment,reliance mutual fund,1000.0
6/7/2015,Investment,ICICI prudential,1000.0
6/7/2015,Recurring Deposit,,1000.0
2/7/2015,Other,splitwise settlement,312.0
1/7/2015,maid,,333.0
1/7/2015,Rent,,2833.0
1/7/2015,Money transfer,,10000.0
1/7/2015,Public Provident Fund,,10000.0
30/06/2015 09:53:35,Salary,From workplace ,47859.0
29/06/2015 09:53:35,Other,Amazon prime,199.0
23/06/2015 09:53:35,Other,Amazon prime,999.0
10/6/2015,Investment, mutual fund,1000.0
10/6/2015,Recurring Deposit,,1000.0
10/6/2015,Other,Tambola,50.0
8/6/2015,Investment,reliance mutual fund,1000.0
5/6/2015,Investment,ICICI prudential,1000.0
5/6/2015,Recurring Deposit,,1000.0
1/6/2015,Cook,,776.0
1/6/2015,Rent,,2543.0
1/6/2015,Public Provident Fund,,10000.0
31/05/2015 21:44:54,Household,electricity bill,2671.0
31/05/2015 12:02:40,Salary,From workplace ,47859.0
31/05/2015 12:02:40,Money transfer,,10000.0
17/05/2015 17:57:12,Transportation,BR to mumbai,6000.0
16/05/2015 14:52:42,Other,splitwise settlement,607.0
16/05/2015 11:24:35,Food,bananas 1 kg,20.0
16/05/2015 11:24:15,Food,milk half shakti,26.0
15/05/2015 07:33:09,Food,milk half shakti,26.0
14/05/2015 10:38:24,Other,internet renewal (3 months pack),1450.0
13/05/2015 08:32:03,Health,N95 mask,250.0
13/05/2015 08:31:49,Food,milk half shakti,26.0
12/5/2015,Food,milk half shakti,26.0
11/5/2015,Investment, mutual fund,1000.0
11/5/2015,Recurring Deposit,,1000.0
11/5/2015,Food,onions,20.0
11/5/2015,Food,milk half shakti,26.0
10/5/2015,Household,sensodyne rapid fire,160.0
9/5/2015,Health,hand sanitizer + surgical gloves,290.0
9/5/2015,Food,milk half shakti,52.0
9/5/2015,Food,gobi,20.0
8/5/2015,Food,milk half shakti,26.0
7/5/2015,Investment,reliance mutual fund,1000.0
6/5/2015,Health,Limcee+,70.0
5/5/2015,Investment,ICICI prudential,1000.0
5/5/2015,Recurring Deposit,,1000.0
5/5/2015,Food,methi + palak,100.0
5/5/2015,Food,milk half shakti,26.0
3/5/2015,Public Provident Fund,April -May 10k contribution,20000.0
3/5/2015,Food,,1178.0
3/5/2015,Cook,,5000.0
2/5/2015,Money transfer,,10000.0
2/5/2015,Food,milk half shakti,28.0
1/5/2015,Food,dahi,20.0
28/04/2015 15:44:31,Salary,From workplace ,49306.0
28/04/2015 08:43:51,Food,milk half gold,28.0
26/04/2015 10:48:25,Other,stationary (drawing book + black sketch pen),59.0
26/04/2015 10:48:00,Food,eggs + bread,110.0
26/04/2015 09:06:04,Food,srikhand,114.0
24/04/2015 09:25:33,Food,snacks + veggie,420.0
23/04/2015 13:00:42,Food,milk half gold,56.0
18/04/2015 10:33:50,Other,hair oil,180.0
18/04/2015 10:33:25,Food,snacks,324.0
14/04/2015 12:24:47,Other,covid19 donation to PM fund,500.0
13/04/2015 12:24:47,Investment, mutual fund,1000.0
13/04/2015 12:24:47,Recurring Deposit,,1000.0
10/4/2015,Food,,699.0
8/4/2015,Food,,156.0
7/4/2015,Recurring Deposit,,1000.0
7/4/2015,Investment,reliance mutual fund,1000.0
6/4/2015,Investment,ICICI prudential,1000.0
5/4/2015,Money transfer,,10000.0
4/4/2015,Food,,287.0
4/4/2015,Food,,889.0
4/4/2015,Other,cleaning drainage,300.0
4/4/2015,garbage disposal,,50.0
2/4/2015,Cook,,5000.0
1/4/2015,Food,toothbrush + biscuits,50.0
31/03/2015 13:00:05,Salary,From workplace ,70806.0
29/03/2015 20:08:01,Health,kala hit,269.0
29/03/2015 20:06:39,Food,,150.0
25/03/2015 14:02:02,water (jar /tanker),,20.0
24/03/2015 08:52:41,Food,,26.0
23/03/2015 13:19:44,Food,,433.8
23/03/2015 13:17:56,water (jar /tanker),refilling,20.0
20/03/2015 21:36:58,Apparel,dry cleaning,100.0
20/03/2015 19:08:18,Health,dentist check-up,3700.0
19/03/2015 16:08:23,Household,cooker ring,50.0
18/03/2015 18:27:14,Food,samosa+tea+veg cheese grill sandwich,53.0
18/03/2015 13:22:02,Food,dal fry and chapati,25.0
18/03/2015 10:56:33,Food,aloo paratha,20.0
18/03/2015 09:25:24,Food,,26.0
17/03/2015 16:21:18,Other,laptop repair,450.0
16/03/2015 21:30:08,Health,dentist check-up,1000.0
16/03/2015 16:38:08,Food,,20.0
15/03/2015 18:39:12,Apparel,altering,30.0
15/03/2015 18:38:29,Food,shakti + bread,36.0
15/03/2015 18:38:44,Other,cycle air pumping,5.0
14/03/2015 19:21:18,Apparel,ironing,40.0
14/03/2015 09:11:06,Food,,26.0
13/03/2015 15:01:05,Transportation,to office,10.0
12/3/2015,Health,root canal due,1900.0
12/3/2015,Food,,30.0
11/3/2015,Recurring Deposit,,1000.0
11/3/2015,Food,,8.0
10/3/2015,Transportation,train - ddr to brc cancellation charges,11.8
10/3/2015,Investment, mutual fund,1000.0
10/3/2015,Transportation,train - brc to ddr cancellation charges,11.8
10/3/2015,Transportation,Place 0 to Bandra,20.0
10/3/2015,Transportation,Current Residence to Place 0,10.0
10/3/2015,Transportation,Bandra to Bandra terminus,20.0
9/3/2015,Other,Amazon prime,129.0
9/3/2015,Other,print out,6.0
7/3/2015,Investment,reliance mutual fund,1000.0
7/3/2015,Recurring Deposit,,1000.0
6/3/2015,Transportation,B45 to brc,10.0
6/3/2015,Food,orange juice,25.0
6/3/2015,Transportation,to office,10.0
5/3/2015,Investment,ICICI prudential,1000.0
5/3/2015,Beauty,,40.0
4/3/2015,Food,mosambi juice,25.0
3/3/2015,water (jar /tanker),water jar,108.0
3/3/2015,garbage disposal,,17.0
3/3/2015,maid,,333.0
3/3/2015,Cook,,1667.0
3/3/2015,Health,painkillers,82.0
3/3/2015,Health,root canal advance,3000.0
2/3/2015,Food,,30.0
2/3/2015,Money transfer,,10000.0
2/3/2015,Rent,,2833.0
2/3/2015,Health,painkillers,226.0
2/3/2015,Health,dentist check-up,300.0
2/3/2015,Food,canteen lunch,25.0
2/3/2015,Transportation,to office,10.0
2/3/2015,Food,2 uttapam,40.0
1/3/2015,Food,bananas,20.0
1/3/2015,Food,At restaurant,80.0
1/3/2015,Food,chicken manchow soup,88.0
1/3/2015,Food,,6.0
28/02/2015 17:30:58,Salary,From workplace ,49806.0
28/02/2015 11:33:42,Food,,26.0
28/02/2015 17:48:39,Food,chicken thali,55.0
28/02/2015 17:48:39,Food,,20.0
26/02/2015 20:06:17,Food,,6.0
26/02/2015 20:06:17,Transportation,office to vasna road,60.0
26/02/2015 20:05:39,Food,eggs,30.0
26/02/2015 20:05:31,Food,,26.0
24/02/2015 22:10:01,Food,vegetable,160.0
24/02/2015 05:47:03,Transportation,ola auto - BRC to b45,66.0
24/02/2015 05:46:53,Food,,10.0
23/02/2015 21:15:40,Transportation,Bandra to Bandra terminus,20.0
23/02/2015 19:37:47,Transportation,Place 0 to Bandra,20.0
23/02/2015 18:39:59,Apparel,shoe polish,20.0
23/02/2015 15:43:13,Transportation,to and fro Mum to BRC,526.0
23/02/2015 09:19:54,Other,splitwise settlement,4118.0
19/02/2015 20:52:01,Health,face mask,45.0
19/02/2015 20:51:37,Health,koflet,34.0
19/02/2015 11:38:58,Food,milk 1lit ,60.0
17/02/2015 08:20:06,Food,dinner,227.0
16/02/2015 11:38:58,Food,kaju katli 250gm,249.0
16/02/2015 10:18:40,Transportation,local - Place 0 to Place 5 return,30.0
15/02/2015 21:37:45,Household,mixer repair,250.0
15/02/2015 19:57:00,Other,Internet renewal,500.0
15/02/2015 19:55:31,Food,pani puri,20.0
15/02/2015 19:54:41,Transportation,local - vadala road to Place 0,15.0
15/02/2015 19:54:13,Transportation,taxi - dadar to vadala road,34.0
15/02/2015 08:40:26,Food,tea,20.0
15/02/2015 08:40:08,Food,bread,15.0
13/02/2015 09:08:59,Food,chana chat + tea,21.0
13/02/2015 09:08:59,Food,milk half shakti,27.0
12/2/2015,Food,Kurkure,10.0
12/2/2015,Food,tea,12.0
12/2/2015,Food,tea,10.0
11/2/2015,Food,paneer 150 gm,54.0
11/2/2015,Food,bread pakoda + tea,26.0
10/2/2015,Food,grocery,60.0
10/2/2015,Food,tea + kachuri,18.0
10/2/2015,Food,tea,6.0
9/2/2015,Food,paneer,35.0
9/2/2015,Food,farsan + khari sing,150.0
9/2/2015,Transportation,train - brc to mmct,176.0
8/2/2015,Food,egg fried rice,86.0
8/2/2015,Other,deo and amul milk,371.0
8/2/2015,Other,Internet renewal,3400.0
8/2/2015,Food,tea + biscuits,30.0
7/2/2015,Food,tea,6.0
5/2/2015,Food,water jar,375.0
5/2/2015,Food,bhel,40.0
5/2/2015,Food,snacks,21.0
4/2/2015,Food,grocery,1178.0
4/2/2015,Food,tea,30.0
4/2/2015,Food,milk half shakti,26.0
3/2/2015,Food,12 eggs,70.0
3/2/2015,Food,tea,10.0
3/2/2015,Food,grocery,107.0
3/2/2015,Other,shoe repair,100.0
3/2/2015,Food,chana chat + kachori,27.0
3/2/2015,Other,garbage collector,50.0
2/2/2015,Other,Permanent Residence money transfer,10000.0
2/2/2015,Food,milk half shakti,26.0
2/2/2015,Food,5 eggs,30.0
1/2/2015,Food,milk half shakti,26.0
1/2/2015,Household,electricity bill,784.0
1/2/2015,Apparel,undergarments,248.0
31/01/2015 16:14:27,Food,bananas,20.0
31/01/2015 16:14:27,Food,bhindi,40.0
30/01/2015 23:10:04,Transportation,auto - Genda circle to b45,100.0
30/01/2015 23:10:04,Food,dinner treat,1004.0
29/01/2015 07:30:48,Food,milk half shakti,26.0
29/01/2015 07:30:48,Food,good day biscuits,38.0
29/01/2015 07:30:48,Food,samosa,15.0
27/01/2015 18:34:20,Food,chana chat,15.0
27/01/2015 18:34:10,Food,tea,30.0
26/01/2015 19:39:39,Food,milk half shakti,26.0
26/01/2015 07:42:43,Food,paav,30.0
26/01/2015 07:40:05,Food,grocery,311.0
25/01/2015 18:45:56,Beauty,hair cut,60.0
24/01/2015 16:17:57,Food,tea,30.0
22/01/2015 16:44:45,Food,tea,20.0
22/01/2015 16:44:45,Food,snacks,33.0
21/01/2015 18:17:03,Food,grocery,120.0
21/01/2015 18:17:03,Household,broom,60.0
21/01/2015 18:17:03,Food,samosa + 2 tea,27.0
21/01/2015 13:12:12,Transportation,train - bdts to brc,264.0
21/01/2015 13:11:41,Transportation,train - brc to mmct,138.0
21/01/2015 09:32:34,Food,milk half gold,28.0
21/01/2015 09:05:41,Food,shev,50.0
20/01/2015 09:32:18,Food,srikhand,65.0
19/01/2015 07:34:00,Food,milk half gold,29.0
18/01/2015 07:33:20,Food,vegetable,60.0
18/01/2015 07:31:42,Food,tea,8.0
18/01/2015 07:31:42,Food,milk half gold,29.0
16/01/2015 16:33:49,Transportation,auto - GTR to hospital,30.0
16/01/2015 16:32:42,Transportation,auto - Alk to GTR,50.0
16/01/2015 16:30:51,Transportation,auto -  to race course,10.0
15/01/2015 22:22:20,Food,Ratri Bazar,155.0
15/01/2015 18:23:11,Transportation,auto - Amit nagar to b45,100.0
15/01/2015 18:23:03,Food,tea,10.0
14/01/2015 23:38:24,Food,3 bananas,13.0
14/01/2015 15:35:57,Food,Lunch - chicken fried rice + chicken soup,120.0
14/01/2015 12:42:56,Transportation,travels - Mumbai to brc,760.0
13/01/2015 18:52:47,Other,Internet renewal,500.0
13/01/2015 18:52:47,Food,tea,10.0
12/1/2015,Transportation,bus - Chinchwad to kala,175.0
12/1/2015,Transportation,ola auto - to Chinchwad transport bus stop,61.0
11/1/2015,Beauty,shaving,50.0
11/1/2015,Transportation,ola auto - wakad to GG skies,170.0
10/1/2015,Transportation,auto -hospital to bridge,50.0
10/1/2015,Transportation,travels - brc to pune,650.0
10/1/2015,Other,garbage collector,50.0
10/1/2015,Food,tea,20.0
9/1/2015,Food,sprout chat,20.0
9/1/2015,Other,participation fee - corporate cricket league,650.0
8/1/2015,Food,tea+ bourbon,20.0
7/1/2015,Food,sprout chat+tea+guava drink,31.0
6/1/2015,Food,sprout chat,15.0
6/1/2015,Food,tea,15.0
5/1/2015,Other,rent,2833.0
5/1/2015,Other,maid,333.0
5/1/2015,Food,dinner,135.0
5/1/2015,Other,cook,2250.0
4/1/2015,Food,shev,35.0
4/1/2015,Food,tea,20.0
4/1/2015,Food,rice,175.0
4/1/2015,Other,Public Provident Fund,10000.0
3/1/2015,Other,cricket expenses,223.0
3/1/2015,Food,water jar,350.0
3/1/2015,Food,milk half gold + 2 packs bourbon biscuits,49.0
2/1/2015,Food,grocery,66.0
2/1/2015,Other,Permanent Residence money transfer,10000.0
2/1/2015,Food,4 eggs,28.0
2/1/2015,Food,tea,10.0
1/1/2015,Food,bendys chicken biryani,400.0
1/1/2015,Transportation,share jeep - Place T top to base,20.0
1/1/2015,Transportation,share jeep - Place T to brc,60.0
1/1/2015,Culture, monument,40.0
1/1/2015,Food,Temple Prasad,200.0
1/1/2015,Transportation,ropeway Place T to and fro,142.0
1/1/2015,Transportation,share jeep - Place T base to top,20.0
1/1/2015,Transportation,share auto - Place H to Place T base,20.0
1/1/2015,Transportation,bus - brc to Place H,30.0
1/1/2015,Food,tea,10.0
1/1/2015,Transportation,share auto - hospital to brc station,10.0
2025-10-07 10:50:00,Shopping,Spent 55PLN on a knitted sweater,55.0
